CODE;ENGLISH;FRENCH;GERMAN;POLSKI;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGESE;RUSSIAN;FINNISH;x
desc_political_mistake;A member of our government has been accused of cooperating with the opposition party.;Un membre de notre gouvernement a été accusé de coopérer avec le parti de l'opposition.;Ein Mitglied unserer Regierung ist beschuldigt worden, mit der Oppositionspartei zu kooperieren.;;Un miembro de nuestro Gobierno ha sido acusado de cooperar con el partido de la oposición.;;;;;;;;;x
investigation_of_opposition_party;Investigation of opposition party;Enquête sur un parti de l'opposition;Untersuchung der Oppositionspartei;;Investigación de partido de la oposición;;;;;;;;;x
desc_investigation_of_opposition_party;We are suspecting that some foreign country is supporting one of the opposition parties financially.;Nous suspectons qu'une puissance étrangère soutienne financièrement un des partis de l'opposition.;Wir vermuten, dass eine der Oppositionsparteien aus dem Ausland finanzielle Unterstützung erhält.;;Sospechamos que algún país extranjero esta financiando a uno de los partidos de la oposición.;;;;;;;;;x
opposition_gains_support;Investigation of opposition party;Enquête sur un parti de l'opposition;Untersuchung der Oppositionspartei;;Investigación de partido de la oposición;;;;;;;;;x
desc_opposition_gains_support;We are suspecting that some foreign country is supporting one of the opposition parties financially.;Nous suspectons qu'une puissance étrangère soutienne financièrement un des partis de l'opposition.;Wir vermuten, dass eine der Oppositionsparteien aus dem Ausland finanzielle Unterstützung erhält.;;Sospechamos que algún país extranjero esta financiando a uno de los partidos de la oposición.;;;;;;;;;x
retaliation;Retaliation;Représailles;Vergeltung;;Represalias;;;;;;;;;x
desc_retaliation;The house of our Minister of Intelligence was set on fire late last night. Fortunately nobody was injured, and the fire could be ousted shortly after.;La maison de notre ministre des services secrets a été incendiée la nuit dernière. Heureusement, personne n'a été blessé et l'incendie a pu être maîtrisé rapidement.;Letzte Nacht wurde auf das Haus unseres Geheimdienstministers ein Brandanschlag verübt. Glücklicherweise wurde niemand verletzt, da das Feuer schon nach kurzer Zeit gelöscht werden konnte.;;La pasada noche prendieron fuego a la casa de nuestro ministro de inteligencia. Por suerte, nadie resultó herido y el fuego pudo ser sofocado con rapidez.;;;;;;;;;x
corruption_within_the_police_force;Corruption Within the Police Force;Police corrompue;Korrupter Polizeiapparat;;Corrupción en el seno de la policía;;;;;;;;;x
desc_corruption_within_the_police_force;We have long suspected that the main interest of certain members of our police force no longer lies in just protecting our citizens and state, but rather in empowering themselves within the local community.;Cela fait longtemps que l'on suspecte que l'intérêt principal de certains membres de la police ne soit plus la protection de nos citoyens et de notre état mais plutôt d'asseoir leur pouvoir au sein des communautés locales. ;Wir haben schon länger vermutet, dass sich bestimmte Mitglieder unserer Polizeitruppe nicht mehr ausschließlich um den Schutz von Volk und Staat kümmern, sondern vor allem um ihre persönliche Macht über die lokale Bevölkerung.;;Hace tiempo que sospechamos que el principal interés de ciertos miembros de nuestra fuerza de policía ya no se limita a la protección de nuestros ciudadanos y del Estado, sino a ganar poder personal en la comunidad local.;;;;;;;;;x
restructuring_of_the_police_force;Restructuring of the Police Force;Restructuration de la police;Neustrukturierung des Polizeiapparats;;Reestructuración de la fuerza de policía;;;;;;;;;x
desc_restructuring_of_the_police_force;We have decided to re-organize the police force to come to terms with corruption.;Nous avons décidé de restructurer la police pour mettre fin à la corruption.;Wir haben die Neuorganisation des Polizeiapparats beschlossen, um die Korruption auszumerzen.;;Hemos decidido reorganizar la fuerza de policía para poner fin a la corrupción.;;;;;;;;;x
reinforcements;Reinforcements;Renforts;Verstärkungen;;Refuerzos;;;;;;;;;x
desc_reinforcements;An unauthorized demonstration in the city centre has developed into a full fledged riot, but reinforcements are on their way.;Une manifestation illégale a eu lieu dans le centre-ville et s'est transformée en véritable émeute, mais des renforts sont en route.;Eine unautorisierte Demonstration im Stadtzentrum hat sich zu einem regelrechten Aufstand entwickelt, doch Verstärkung ist bereits unterwegs.;;Una demostración no autorizada en el centro de la ciudad se ha convertido en una revuelta en toda regla, pero los refuerzos están en camino.;;;;;;;;;x
riots;Riots;Émeutes;Aufstände;;Disturbios;;;;;;;;;x
desc_riots;An unauthorized demonstration in the city centre has developed into a full fledged riot.;Une manifestation illégale dans le centre-ville s'est transformée une véritable émeute.;Eine unautorisierte Demonstration im Stadtzentrum hat sich zu einem regelrechten Aufstand entwickelt.;;Una demostración no autorizada en el centro de la ciudad se ha convertido en una revuelta en toda regla.;;;;;;;;;x
EVTOPTB2001;Anarchism and Communism must fall!;Mort au communisme et à l'anarchisme !;Nieder mit Anarchismus und Kommunismus!;;¡El anarquismo y el comunismo deben caer!;;;;;;;;;x
EVTOPTA2004;En la Defensa de la Democracia!;En la Defensa de la Democracia!;En la Defensa de la Democracia!;;¡En defensa de la democracia!;;;;;;;;;x
EVTNAME500;Surrender to $FROMCOUNTRY$;Se rendre à $FROMCOUNTRY$;vor $FROMCOUNTRY$ kapitulieren.;;Rendición a $FROMCOUNTRY$;;;;;;;;;x
EVTDESC500;With their national unity gone below their will to fight, $COUNTRYNAME$ is at the brink of oblivion. Their only possibility to continue the fight is as a government in exile.;L'unité nationale ne motive même plus notre volonté de nous battre et notre nation est au bord du désastre. Nous pouvons toutefois tenter de nous battre en tant que gouvernement en exil.;Ihr nationaler Zusammenhalt hat ihren Kampfeswillen unterschritten unt zeigt Auflösungserscheinungen. Sie werden versuchen den Kampf als Exilregierung fortzusetzen.;;Nuestra unidad nacional ha caído más baja que nuestra voluntad de lucha. Nuestra nación está al borde de la desaparición. Sin embargo, podemos intentar continuar la lucha como un Gobierno en el exilio.;;;;;;;;;x
EVTOPTA500;Continue the fight!;Continuer le combat !;Weiterkämpfen!;;¡Que continúe la lucha!;;;;;;;;;x
EVTOPTB500;Give up!;Abandonner !;Aufgeben!;;¡Rindámonos!;;;;;;;;;x
EVTNAME501;$FROMCOUNTRY$ has surrendered!;$FROMCOUNTRY$ a capitulé !;$FROMCOUNTRY$ hat kapituliert!;;¡$FROMCOUNTRY$ se ha rendido!;;;;;;;;;x
EVTDESC501;$FROMCOUNTRY$ is no longer willing to continue in their war against us. We now have the option to fully annex them into our country, or to create a puppet state.;$FROMCOUNTRY$ ne veut plus se battre contre nous. Nous pouvons maintenant soit les annexer entièrement, soit créer un état fantoche.;$FROMCOUNTRY$ will nicht weiter gegen uns kämpfen. Wir können sie jetzt vollständig annektieren oder eine Marionettenregierung einsetzen.;;$FROMCOUNTRY$ ya no desea continuar en guerra contra nosotros. Ahora tenemos la opción de anexionar su país al nuestro o crear un eEstado títere.;;;;;;;;;x
EVTOPTA501;Annex them;Annexer;Annektieren;;Anexionémoslo;;;;;;;;;x
EVTOPTB501;Create a Puppet;Créer un état fantoche;Marionettenregierung einsetzen;;Organicemos un Estado títere;;;;;;;;;x
EVTNAME4001;Coup d'état;Coup d'état;Staatsstreich;;Golpe de Estado;;;;;;;;;x
EVTDESC4001;Bowing to the inevitable, the old regime has given way to democratic elements within our nation. A prosperous, and free future awaits us.;Se pliant à l'inévitable, l'ancien régime a laissé place aux éléments démocratiques de notre nation. Un avenir prospère et libre nous attend.;Das alte Regime hat sich dem Unvermeidbaren gebeugt und der Demokratisierung unserer Nation den Weg freigemacht. Uns steht eine Zukunft des Wohlstands und der Freiheit bevor.;;Sometiéndose a lo inevitable, el antiguo régimen ha cedido el paso a los elementos democráticos de nuestro país. Nos aguarda un futuro libre y próspero.;;;;;;;;;x
EVTOPTA4001;It was only a matter of time;Ce n'était qu'une question de temps;Es war nur eine Frage der Zeit;;Solo era cuestión de tiempo;;;;;;;;;x
EVTNAME4002;Coup d'état;Coup d'état;Staatsstreich;;Golpe de Estado;;;;;;;;;x
EVTDESC4002;Bowing to the inevitable, the old regime has given way to democratic elements within our nation. A prosperous, and free future awaits us.;Se pliant à l'inévitable, l'ancien régime a laissé place aux éléments démocratiques de notre nation. Un avenir prospère et libre nous attend.;Das alte Regime hat sich dem Unvermeidbaren gebeugt und der Demokratisierung unserer Nation den Weg freigemacht. Uns steht eine Zukunft des Wohlstands und der Freiheit bevor.;;Sometiéndose a lo inevitable, el antiguo régimen ha cedido el paso a los elementos democráticos de nuestro país. Nos aguarda un futuro libre y próspero.;;;;;;;;;x
EVTOPTA4002;It was only a matter of time;Ce n'était qu'une question de temps;Es war nur eine Frage der Zeit;;Solo era cuestión de tiempo;;;;;;;;;x
EVTNAME4003;Left-wing Coup d'état;Coup d'état gauchiste;Linker Staatsstreich;;Golpe de Estado de la izquierda;;;;;;;;;x
EVTDESC4003;The people's revolution has come, with the help of foreign aid! The glorious workers and oppressed peasantry have secured control of the nation, and the means of production.;Grâce à l'aide étrangère, l'heure de la révolution du peuple a sonné ! Nos ouvriers glorieux et nos paysans oppressés se sont emparés du gouvernail de la nation et de ses moyens de production. ;Dank ausländischer Hilfe ist es zur Revolution des Volkes gekommen! Die unterdrückten Arbeiter und Bauern haben die Kontrolle des Staats und der Produktionsmittel übernommen.;;Ha llegado la revolución del pueblo, ¡con apoyo extranjero! El glorioso proletariado y el campesinado oprimido se han hecho con el control del país y los medios de producción.;;;;;;;;;x
EVTOPTA4003;There could have been no other way;Il n'y avait pas d'autre moyen;Es gab keinen anderen Weg;;No podía haber sido de otro modo;;;;;;;;;x
EVTNAME4004;Left-wing Coup d'état;Coup d'état gauchiste;Linker Staatsstreich;;Golpe de Estado de la izquierda;;;;;;;;;x
EVTDESC4004;The people's revolution has come, with the help of foreign aid! The glorious workers and oppressed peasantry have secured control of the nation, and the means of production.;Grâce à l'aide étrangère, l'heure de la révolution du peuple a sonné ! Nos ouvriers glorieux et nos paysans oppressés se sont emparés du gouvernail de la nation et de ses moyens de production.;Dank ausländischer Hilfe ist es zur Revolution des Volkes gekommen! Die unterdrückten Arbeiter und Bauern haben die Kontrolle des Staats und der Produktionsmittel übernommen.;;Ha llegado la revolución del pueblo, ¡con apoyo extranjero! El glorioso proletariado y el campesinado oprimido se han hecho con el control del país y los medios de producción.;;;;;;;;;x
